order_id,user_id,product_id,quantity,unit_price,order_ts,status,event_date
345,45.0,29.0,4,88.55,2026-02-03 20:25:07,PAID,2026-02-03
346,10.0,30.0,3,16.01,2026-02-03 18:42:13,PAID,2026-02-03
347,16.0,26.0,1,31.21,2026-02-06 16:50:45,PAID,2026-02-06
348,33.0,1.0,2,112.83,2026-02-03 01:57:42,CANCELLED,2026-02-03
349,45.0,18.0,1,9.6,2026-02-06 01:53:46,CANCELLED,2026-02-06
350,34.0,29.0,2,82.61,2026-02-02 23:32:55,PAID,2026-02-02
351,74.0,26.0,3,62.48,2026-02-05 21:13:06,PAID,2026-02-05
352,31.0,30.0,3,82.89,2026-02-09 04:51:18,PAID,2026-02-09
353,31.0,2.0,4,82.41,2026-02-06 22:36:06,PAID,2026-02-06
354,26.0,3.0,1,16.66,2026-02-04 20:20:34,PAID,2026-02-04
355,5.0,16.0,2,14.19,2026-02-05 18:47:30,PAID,2026-02-05
356,76.0,,3,44.88,2026-02-02 18:44:27,CANCELLED,2026-02-02
357,61.0,18.0,3,35.12,2026-02-06 00:31:47,PAID,2026-02-06
358,4.0,8.0,1,76.75,2026-02-05 03:21:19,PAID,2026-02-05
359,20.0,18.0,1,12.99,2026-02-05 20:08:14,PAID,2026-02-05
360,36.0,27.0,5,111.61,2026-02-02 10:01:49,PAID,2026-02-02
361,67.0,25.0,1,13.04,2026-02-08 20:33:04,CANCELLED,2026-02-08
362,25.0,15.0,3,21.68,2026-02-05 12:07:48,PAID,2026-02-05
363,65.0,8.0,2,58.21,2026-02-01 19:40:52,PAID,2026-02-01
364,63.0,1.0,2,30.03,2026-02-03 13:11:45,PAID,2026-02-03
365,17.0,19.0,2,41.13,2026-02-08 15:32:06,PAID,2026-02-08
366,39.0,26.0,4,46.82,2026-02-06 08:29:41,PAID,2026-02-06
367,9.0,23.0,3,69.2,2026-02-03 03:15:32,PAID,2026-02-03
368,70.0,15.0,1,29.91,2026-02-06 17:25:52,PAID,2026-02-06
369,41.0,22.0,3,48.37,2026-02-09 18:20:50,PAID,2026-02-09
370,20.0,17.0,1,64.35,2026-02-04 11:26:31,PAID,2026-02-04
371,44.0,25.0,3,57.76,2026-02-04 01:45:55,PAID,2026-02-04
372,63.0,23.0,1,48.28,2026-02-08 04:26:26,PAID,2026-02-08
373,46.0,,2,58.79,2026-02-09 01:25:38,PAID,2026-02-09
374,22.0,12.0,4,24.51,2026-02-04 01:36:53,PAID,2026-02-04
375,57.0,14.0,2,37.76,2026-02-05 06:28:45,PAID,2026-02-05
376,78.0,24.0,3,46.64,2026-02-07 22:27:54,PAID,2026-02-07
377,,27.0,3,78.12,2026-02-07 21:28:38,REFUNDED,2026-02-07
378,40.0,21.0,1,38.94,2026-02-01 10:58:42,PAID,2026-02-01
379,12.0,22.0,2,72.7,2026-02-01 09:55:40,PAID,2026-02-01
380,11.0,24.0,4,27.16,2026-02-06 07:57:51,PAID,2026-02-06
381,75.0,17.0,4,98.1,2026-02-09 21:36:42,PAID,2026-02-09
382,60.0,18.0,1,42.89,2026-02-01 17:13:47,PAID,2026-02-01
383,11.0,1.0,3,53.56,2026-02-01 09:40:52,CANCELLED,2026-02-01
384,19.0,3.0,3,106.56,2026-02-07 13:32:30,PAID,2026-02-07
385,20.0,4.0,3,90.95,2026-02-02 07:58:58,PAID,2026-02-02
386,53.0,9.0,0,39.8,2026-02-05 08:23:34,REFUNDED,2026-02-05
387,34.0,17.0,2,64.3,2026-02-03 01:52:00,PAID,2026-02-03
388,76.0,9.0,3,102.95,2026-02-02 12:28:09,PAID,2026-02-02
389,45.0,4.0,2,81.76,2026-02-09 08:36:48,PAID,2026-02-09
390,1.0,30.0,5,20.86,2026-02-01 04:41:02,PAID,2026-02-01
391,61.0,15.0,3,113.93,2026-02-08 07:13:00,PAID,2026-02-08
392,58.0,21.0,2,77.85,2026-02-07 18:09:05,PAID,2026-02-07
393,74.0,15.0,3,85.67,2026-02-02 13:21:14,PAID,2026-02-02
394,70.0,3.0,1,58.67,2026-02-06 09:44:07,PAID,2026-02-06
395,13.0,26.0,3,56.34,2026-02-07 19:18:51,PAID,2026-02-07
396,53.0,24.0,4,67.73,2026-02-05 00:47:13,PAID,2026-02-05
397,73.0,10.0,1,58.66,2026-02-04 13:28:48,PAID,2026-02-04
398,1.0,22.0,3,90.88,2026-02-08 17:29:58,PAID,2026-02-08
399,44.0,8.0,4,13.29,2026-02-06 17:35:09,PAID,2026-02-06
400,48.0,21.0,3,72.7,2026-02-02 16:58:58,PAID,2026-02-02
401,13.0,23.0,1,104.89,2026-02-04 14:55:35,PAID,2026-02-04
402,14.0,6.0,1,47.81,2026-02-04 02:24:04,PAID,2026-02-04
403,41.0,27.0,3,6.22,2026-02-07 16:48:16,PAID,2026-02-07
404,61.0,29.0,4,114.8,2026-02-08 12:53:29,PAID,2026-02-08
405,65.0,25.0,2,16.86,2026-02-03 09:11:34,PAID,2026-02-03
406,3.0,25.0,5,-113.32,2026-02-06 14:06:36,PAID,2026-02-06
407,62.0,1.0,2,91.7,2026-02-02 23:45:12,PAID,2026-02-02
408,63.0,19.0,1,11.38,2026-02-09 07:59:28,PAID,2026-02-09
409,62.0,11.0,3,82.51,2026-02-08 11:47:20,PAID,2026-02-08
410,77.0,6.0,3,108.55,2026-02-01 19:29:52,PAID,2026-02-01
411,9.0,20.0,3,60.04,2026-02-03 12:37:29,REFUNDED,2026-02-03
412,59.0,19.0,4,27.9,2026-02-08 21:19:44,PAID,2026-02-08
413,75.0,6.0,5,73.34,2026-02-05 05:45:17,PAID,2026-02-05
414,41.0,12.0,2,113.49,2026-02-04 09:27:27,PAID,2026-02-04
415,54.0,27.0,4,114.55,2026-02-09 04:12:56,REFUNDED,2026-02-09
416,26.0,23.0,2,114.75,2026-02-05 21:38:39,PAID,2026-02-05
417,60.0,11.0,1,27.38,2026-02-01 17:48:22,PAID,2026-02-01
418,51.0,23.0,4,84.03,2026-02-02 22:26:39,PAID,2026-02-02
419,41.0,24.0,4,61.18,2026-02-07 01:22:15,PAID,2026-02-07
420,55.0,6.0,3,79.3,2026-02-05 09:55:19,PAID,2026-02-05
421,16.0,13.0,5,82.69,2026-02-04 21:51:30,PAID,2026-02-04
422,9.0,16.0,2,-96.93,2026-02-04 18:50:06,PAID,2026-02-04
423,77.0,20.0,2,81.72,2026-02-07 19:58:16,PAID,2026-02-07
424,72.0,15.0,2,81.16,2026-02-03 18:02:50,PAID,2026-02-03
425,78.0,4.0,4,12.14,2026-02-07 11:25:28,REFUNDED,2026-02-07
426,11.0,28.0,-1,47.52,2026-02-06 22:05:22,PAID,2026-02-06
427,21.0,25.0,1,44.39,2026-02-09 01:13:36,PAID,2026-02-09
428,76.0,13.0,1,86.77,2026-02-01 12:59:06,PAID,2026-02-01
429,6.0,19.0,4,39.1,2026-02-09 04:37:20,PAID,2026-02-09
430,40.0,14.0,-1,62.26,2026-02-07 22:17:33,CANCELLED,2026-02-07
431,63.0,17.0,5,30.09,2026-02-04 11:39:58,CANCELLED,2026-02-04
432,79.0,28.0,0,102.83,2026-02-06 11:53:49,PAID,2026-02-06
433,66.0,21.0,3,13.06,2026-02-02 14:25:57,PAID,2026-02-02
434,45.0,11.0,1,65.29,2026-02-08 21:25:56,PAID,2026-02-08
435,66.0,10.0,1,10.97,2026-02-09 03:22:53,PAID,2026-02-09
436,29.0,21.0,3,41.04,2026-02-05 09:11:57,PAID,2026-02-05
437,50.0,26.0,3,9.03,2026-02-01 11:24:55,PAID,2026-02-01
438,52.0,12.0,3,112.83,2026-02-08 19:53:16,PAID,2026-02-08
439,,13.0,2,44.52,2026-02-03 09:04:38,PAID,2026-02-03
440,24.0,21.0,5,15.77,2026-02-02 13:17:44,PAID,2026-02-02
441,21.0,13.0,1,77.72,2026-02-07 18:47:38,PAID,2026-02-07
442,18.0,8.0,1,80.72,2026-02-07 18:16:12,REFUNDED,2026-02-07
443,63.0,11.0,5,39.73,2026-02-01 05:25:16,PAID,2026-02-01
444,73.0,17.0,3,8.76,2026-02-07 04:33:55,PAID,2026-02-07
445,33.0,23.0,3,71.22,2026-02-08 17:33:08,CANCELLED,2026-02-08
446,17.0,8.0,4,39.22,2026-02-09 00:51:59,PAID,2026-02-09
447,72.0,27.0,5,63.2,2026-02-07 21:51:50,PAID,2026-02-07
448,27.0,19.0,5,57.56,2026-02-06 18:20:23,PAID,2026-02-06
449,77.0,9.0,3,110.84,2026-02-02 17:17:23,PAID,2026-02-02
450,73.0,4.0,4,20.69,2026-02-01 06:49:40,PAID,2026-02-01
451,68.0,25.0,4,34.56,2026-02-01 03:30:13,PAID,2026-02-01
452,46.0,21.0,4,88.36,2026-02-03 23:22:46,PAID,2026-02-03
453,45.0,24.0,1,59.39,2026-02-02 18:49:10,PAID,2026-02-02
454,21.0,18.0,3,92.47,2026-02-07 19:54:15,PAID,2026-02-07
455,40.0,7.0,1,17.48,2026-02-06 23:49:59,PAID,2026-02-06
456,39.0,3.0,3,-34.32,2026-02-02 07:35:41,CANCELLED,2026-02-02
457,71.0,12.0,2,58.37,2026-02-01 07:35:22,REFUNDED,2026-02-01
458,67.0,4.0,1,73.79,2026-02-09 04:00:56,PAID,2026-02-09
459,29.0,27.0,1,60.35,2026-02-04 00:07:31,CANCELLED,2026-02-04
460,35.0,21.0,1,43.61,2026-02-06 07:56:51,PAID,2026-02-06
461,72.0,9.0,5,15.46,2026-02-02 07:28:42,PAID,2026-02-02
462,47.0,14.0,5,95.49,2026-02-05 13:30:39,PAID,2026-02-05
463,76.0,7.0,5,66.03,2026-02-06 03:39:28,PAID,2026-02-06
464,47.0,5.0,4,44.83,2026-02-03 05:51:16,CANCELLED,2026-02-03
465,17.0,29.0,2,97.1,2026-02-02 23:57:02,PAID,2026-02-02
466,19.0,1.0,5,93.33,2026-02-08 19:56:10,REFUNDED,2026-02-08
467,3.0,3.0,2,88.23,2026-02-01 12:39:02,PAID,2026-02-01
468,19.0,14.0,2,105.45,2026-02-06 03:04:57,PAID,2026-02-06
469,25.0,19.0,2,49.46,2026-02-01 06:28:45,PAID,2026-02-01
470,37.0,29.0,5,28.69,2026-02-09 11:54:22,PAID,2026-02-09
471,44.0,6.0,4,51.84,2026-02-08 20:11:35,PAID,2026-02-08
472,4.0,1.0,1,91.7,2026-02-02 12:05:03,PAID,2026-02-02
473,41.0,8.0,2,88.26,2026-02-05 18:16:19,PAID,2026-02-05
474,13.0,17.0,1,43.62,2026-02-05 11:02:02,PAID,2026-02-05
475,13.0,6.0,1,102.45,2026-02-07 01:33:00,CANCELLED,2026-02-07
476,44.0,18.0,4,113.53,2026-02-09 19:46:26,PAID,2026-02-09
477,44.0,13.0,5,76.91,2026-02-09 10:35:47,PAID,2026-02-09
478,80.0,12.0,2,81.82,2026-02-09 08:15:14,PAID,2026-02-09
479,76.0,24.0,5,-41.65,2026-02-06 12:42:25,REFUNDED,2026-02-06
480,2.0,23.0,2,75.14,2026-02-03 12:05:10,CANCELLED,2026-02-03
481,16.0,1.0,2,28.54,2026-02-08 15:07:55,PAID,2026-02-08
482,71.0,1.0,3,49.09,2026-02-03 12:17:22,PAID,2026-02-03
483,5.0,16.0,3,36.24,2026-02-01 01:26:05,PAID,2026-02-01
484,61.0,7.0,5,62.76,2026-02-03 07:15:06,PAID,2026-02-03
485,67.0,10.0,2,32.12,2026-02-09 19:55:15,PAID,2026-02-09
486,55.0,28.0,1,5.75,2026-02-06 23:21:47,PAID,2026-02-06
487,76.0,25.0,3,85.3,2026-02-07 00:31:44,CANCELLED,2026-02-07
488,51.0,3.0,1,107.11,2026-02-09 22:56:03,PAID,2026-02-09
489,80.0,29.0,4,110.16,2026-02-06 15:47:37,PAID,2026-02-06
490,32.0,17.0,1,101.67,2026-02-09 07:37:30,PAID,2026-02-09
491,43.0,25.0,2,22.53,2026-02-01 12:50:11,PAID,2026-02-01
492,68.0,26.0,1,20.23,2026-02-06 21:27:14,PAID,2026-02-06
493,61.0,9.0,5,105.74,2026-02-03 19:13:03,PAID,2026-02-03
494,29.0,8.0,1,17.95,2026-02-05 20:45:50,PAID,2026-02-05
495,27.0,20.0,1,68.97,2026-02-07 14:49:38,PAID,2026-02-07
496,66.0,30.0,3,19.59,2026-02-02 19:34:37,CANCELLED,2026-02-02
497,78.0,19.0,5,110.07,2026-02-08 14:36:09,PAID,2026-02-08
498,66.0,8.0,2,111.54,2026-02-09 18:34:35,PAID,2026-02-09
499,6.0,24.0,1,37.81,2026-02-03 13:18:43,PAID,2026-02-03
500,10.0,30.0,2,93.55,2026-02-02 06:20:07,PAID,2026-02-02
501,53.0,21.0,2,42.64,2026-02-08 23:22:01,CANCELLED,2026-02-08
502,33.0,12.0,4,98.45,2026-02-01 22:16:37,PAID,2026-02-01
503,25.0,4.0,5,31.29,2026-02-04 22:12:34,CANCELLED,2026-02-04
504,17.0,10.0,-1,110.22,2026-02-02 15:55:16,PAID,2026-02-02
505,4.0,23.0,1,112.7,2026-02-08 22:12:52,CANCELLED,2026-02-08
506,13.0,3.0,3,20.6,2026-02-07 04:49:31,PAID,2026-02-07
507,47.0,8.0,1,97.59,2026-02-04 03:06:46,CANCELLED,2026-02-04
508,17.0,1.0,2,20.3,2026-02-02 12:06:29,PAID,2026-02-02
509,2.0,26.0,1,75.84,2026-02-04 02:51:23,PAID,2026-02-04
510,38.0,8.0,5,96.57,2026-02-03 12:02:14,PAID,2026-02-03
511,60.0,30.0,4,99.21,2026-02-03 19:15:33,PAID,2026-02-03
512,74.0,29.0,5,73.18,2026-02-01 17:42:32,PAID,2026-02-01
513,71.0,22.0,2,103.52,2026-02-08 23:26:21,PAID,2026-02-08
514,69.0,14.0,1,80.14,2026-02-04 13:29:51,PAID,2026-02-04
515,38.0,12.0,5,26.26,2026-02-09 13:28:16,PAID,2026-02-09
516,16.0,4.0,5,16.42,2026-02-02 19:21:17,PAID,2026-02-02
517,47.0,8.0,3,56.51,2026-02-02 10:56:59,CANCELLED,2026-02-02
518,23.0,1.0,3,66.13,2026-02-04 13:56:51,PAID,2026-02-04
519,76.0,17.0,2,100.64,2026-02-03 13:14:40,PAID,2026-02-03
520,10.0,18.0,4,87.9,2026-02-08 02:42:00,PAID,2026-02-08
521,69.0,18.0,3,85.79,2026-02-07 22:01:43,PAID,2026-02-07
522,67.0,9.0,5,61.13,2026-02-08 23:38:32,PAID,2026-02-08
523,3.0,,4,39.64,2026-02-02 01:05:13,PAID,2026-02-02
524,33.0,14.0,3,59.67,2026-02-07 19:33:46,PAID,2026-02-07
525,54.0,3.0,1,90.05,2026-02-05 19:54:09,PAID,2026-02-05
526,74.0,23.0,3,88.54,2026-02-04 16:53:33,PAID,2026-02-04
527,78.0,9.0,4,57.83,2026-02-04 23:24:24,PAID,2026-02-04
528,63.0,26.0,5,74.2,2026-02-04 20:33:48,PAID,2026-02-04
529,74.0,6.0,5,89.68,2026-02-02 00:39:33,PAID,2026-02-02
530,4.0,10.0,3,109.94,2026-02-02 11:03:52,PAID,2026-02-02
531,69.0,10.0,2,70.84,2026-02-02 16:41:24,REFUNDED,2026-02-02
532,54.0,17.0,5,14.99,2026-02-04 23:14:36,PAID,2026-02-04
533,36.0,13.0,4,31.07,2026-02-06 09:00:59,PAID,2026-02-06
534,3.0,7.0,2,109.5,2026-02-01 03:18:31,PAID,2026-02-01
535,78.0,27.0,2,73.35,2026-02-04 09:07:54,PAID,2026-02-04
536,76.0,18.0,4,58.47,2026-02-04 06:02:22,CANCELLED,2026-02-04
537,16.0,19.0,2,61.29,2026-02-06 01:19:43,PAID,2026-02-06
538,,5.0,1,63.11,2026-02-01 19:53:00,PAID,2026-02-01
539,1.0,24.0,5,-20.68,2026-02-03 18:51:20,PAID,2026-02-03
540,79.0,24.0,4,16.67,2026-02-05 00:52:33,PAID,2026-02-05
541,16.0,25.0,2,79.81,2026-02-09 10:04:07,PAID,2026-02-09
542,77.0,26.0,3,23.56,2026-02-02 19:04:05,CANCELLED,2026-02-02
543,42.0,25.0,3,-59.13,2026-02-06 21:17:10,PAID,2026-02-06
544,77.0,6.0,5,41.4,2026-02-06 23:04:49,PAID,2026-02-06
545,78.0,15.0,3,84.08,2026-02-08 19:59:24,CANCELLED,2026-02-08
546,53.0,4.0,3,79.21,2026-02-07 15:41:37,PAID,2026-02-07
547,6.0,5.0,3,46.33,2026-02-01 21:35:23,PAID,2026-02-01
548,,,1,71.36,2026-02-01 17:54:50,PAID,2026-02-01
549,55.0,24.0,5,26.61,2026-02-08 04:24:59,PAID,2026-02-08
550,62.0,11.0,4,83.01,2026-02-05 02:00:28,PAID,2026-02-05
551,7.0,21.0,2,47.87,2026-02-08 18:24:22,CANCELLED,2026-02-08
552,5.0,3.0,1,85.03,2026-02-02 07:38:22,PAID,2026-02-02
553,12.0,20.0,2,98.45,2026-02-07 02:00:18,PAID,2026-02-07
554,14.0,23.0,2,65.89,2026-02-01 06:41:32,PAID,2026-02-01
555,23.0,26.0,5,49.23,2026-02-07 13:58:43,PAID,2026-02-07
556,37.0,29.0,3,58.29,2026-02-07 02:32:18,PAID,2026-02-07
557,70.0,20.0,5,26.02,2026-02-05 17:49:39,PAID,2026-02-05
558,74.0,3.0,2,98.13,2026-02-01 15:12:55,PAID,2026-02-01
559,70.0,11.0,5,98.88,2026-02-08 18:26:46,REFUNDED,2026-02-08
560,39.0,22.0,5,83.38,2026-02-08 19:42:20,PAID,2026-02-08
561,11.0,11.0,5,73.65,2026-02-09 14:31:12,PAID,2026-02-09
562,64.0,1.0,3,47.14,2026-02-01 00:58:54,PAID,2026-02-01
563,33.0,10.0,4,98.72,2026-02-05 19:24:42,PAID,2026-02-05
564,51.0,2.0,2,11.83,2026-02-01 22:31:27,PAID,2026-02-01
565,40.0,24.0,5,90.27,2026-02-04 17:28:42,PAID,2026-02-04
566,41.0,10.0,2,105.97,2026-02-02 06:46:48,PAID,2026-02-02
567,78.0,27.0,4,76.33,2026-02-04 05:05:32,PAID,2026-02-04
568,61.0,28.0,1,9.05,2026-02-02 22:59:43,PAID,2026-02-02
569,24.0,14.0,5,13.3,2026-02-09 01:00:17,CANCELLED,2026-02-09
570,14.0,,3,72.66,2026-02-04 01:58:41,PAID,2026-02-04
571,6.0,18.0,1,84.74,2026-02-09 05:32:41,PAID,2026-02-09
572,38.0,13.0,2,30.87,2026-02-06 14:59:20,PAID,2026-02-06
573,58.0,25.0,3,51.47,2026-02-02 15:06:10,PAID,2026-02-02
574,40.0,5.0,2,87.49,2026-02-06 08:33:04,CANCELLED,2026-02-06
575,73.0,25.0,1,105.31,2026-02-05 21:55:41,CANCELLED,2026-02-05
576,65.0,28.0,5,104.51,2026-02-01 05:41:16,PAID,2026-02-01
577,19.0,,4,113.72,2026-02-01 08:52:16,PAID,2026-02-01
578,12.0,3.0,5,96.61,2026-02-09 16:30:35,PAID,2026-02-09
579,46.0,17.0,1,23.26,2026-02-05 17:13:46,PAID,2026-02-05
580,49.0,4.0,3,85.48,2026-02-07 17:08:44,PAID,2026-02-07
581,39.0,22.0,4,93.92,2026-02-04 07:03:37,PAID,2026-02-04
582,41.0,27.0,3,41.86,2026-02-01 08:48:42,PAID,2026-02-01
583,46.0,15.0,5,85.02,2026-02-01 22:53:19,PAID,2026-02-01
584,59.0,2.0,5,35.98,2026-02-02 21:23:22,PAID,2026-02-02
585,43.0,12.0,5,75.92,2026-02-06 01:42:06,PAID,2026-02-06
586,66.0,22.0,1,34.04,2026-02-09 02:58:29,PAID,2026-02-09
587,60.0,,5,84.2,2026-02-01 22:18:23,PAID,2026-02-01
588,64.0,29.0,1,93.46,2026-02-02 05:59:10,PAID,2026-02-02
589,69.0,4.0,3,16.41,2026-02-04 05:44:29,PAID,2026-02-04
590,25.0,12.0,1,89.5,2026-02-01 08:46:13,PAID,2026-02-01
591,39.0,22.0,4,110.78,2026-02-02 09:40:01,PAID,2026-02-02
592,28.0,19.0,1,16.46,2026-02-07 09:09:10,PAID,2026-02-07
593,65.0,9.0,4,55.31,2026-02-01 08:07:37,PAID,2026-02-01
594,58.0,11.0,5,19.92,2026-02-01 02:44:00,PAID,2026-02-01
595,79.0,29.0,5,70.37,2026-02-05 17:16:57,PAID,2026-02-05
596,47.0,14.0,4,109.6,2026-02-08 13:14:24,PAID,2026-02-08
597,54.0,17.0,1,5.62,2026-02-09 09:14:47,PAID,2026-02-09
598,,17.0,4,79.39,2026-02-03 08:25:28,PAID,2026-02-03
599,37.0,9.0,2,27.74,2026-02-02 15:11:46,PAID,2026-02-02
600,9.0,7.0,5,27.45,2026-02-01 00:44:19,PAID,2026-02-01
262,43.0,3.0,1,37.63,2026-02-09 05:41:47,PAID,2026-02-09
133,79.0,12.0,4,85.34,2026-02-06 22:19:29,CANCELLED,2026-02-06
576,65.0,28.0,5,104.51,2026-02-01 05:41:16,PAID,2026-02-01
455,40.0,7.0,1,17.48,2026-02-06 23:49:59,PAID,2026-02-06
338,42.0,9.0,3,110.23,2026-02-05 19:09:31,PAID,2026-02-05
581,39.0,22.0,4,93.92,2026-02-04 07:03:37,PAID,2026-02-04
317,57.0,30.0,3,66.51,2026-02-09 11:26:44,PAID,2026-02-09
440,24.0,21.0,5,15.77,2026-02-02 13:17:44,PAID,2026-02-02
